title	type	url_slug	venue	date	location	talk_url	description
A Primer on Over-Squashing and Over-Smoothing Phenomena in Graph Neuronal Networks  talk-1        MiWoCI'23, UAS Mittweida, Germany    24.08.2023 	Mittweida, Germany	This is my Description.
